Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
01/12/2023 14:57:22,"487","23,8","6","998,6"
01/12/2023 15:02:22,"483","23,8","7","998,7"
01/12/2023 15:07:22,"479","23,8","7","998,6"
01/12/2023 15:12:22,"491","23,8","7","998,7"
01/12/2023 15:17:22,"472","23,8","7","998,7"
01/12/2023 15:22:22,"473","23,8","7","998,8"
01/12/2023 15:27:22,"460","23,8","7","998,8"
01/12/2023 15:32:22,"464","23,8","7","998,8"
01/12/2023 15:37:22,"464","23,8","7","998,9"
01/12/2023 15:42:22,"470","23,8","8","998,9"
01/12/2023 15:47:22,"458","23,8","8","998,8"
01/12/2023 15:52:22,"464","23,8","8","998,9"
01/12/2023 15:57:22,"474","23,8","8","999,0"
01/12/2023 16:02:22,"462","23,8","8","998,9"
01/12/2023 16:07:22,"463","23,8","8","999,0"
01/12/2023 16:12:22,"467","23,8","9","999,0"
01/12/2023 16:17:22,"467","23,9","9","999,0"
01/12/2023 16:22:22,"471","23,8","9","999,0"
01/12/2023 16:27:22,"460","23,8","9","999,0"
01/12/2023 16:32:22,"471","23,8","9","999,0"
01/12/2023 16:37:22,"468","23,8","9","999,0"
01/12/2023 16:42:22,"469","23,8","9","999,0"
01/12/2023 16:47:22,"457","23,8","10","999,1"
01/12/2023 16:52:22,"465","23,8","10","999,1"
01/12/2023 16:57:22,"459","23,8","10","999,1"
01/12/2023 17:02:22,"465","23,9","10","999,2"
01/12/2023 17:07:22,"464","23,8","10","999,2"
01/12/2023 17:12:22,"452","23,8","10","999,3"
01/12/2023 17:17:22,"463","23,8","10","999,4"
01/12/2023 17:22:22,"445","23,8","10","999,5"
01/12/2023 17:27:22,"456","23,8","11","999,5"
01/12/2023 17:32:22,"456","23,8","11","999,5"
01/12/2023 17:37:22,"467","23,8","11","999,5"
01/12/2023 17:42:22,"440","23,8","11","999,5"
01/12/2023 17:47:22,"459","23,8","11","999,5"
01/12/2023 17:52:22,"458","23,8","11","999,6"
01/12/2023 17:57:22,"452","23,8","11","999,6"
01/12/2023 18:02:22,"446","23,8","11","999,6"
01/12/2023 18:07:22,"450","23,8","11","999,7"
01/12/2023 18:12:22,"447","23,8","12","999,7"
01/12/2023 18:17:22,"447","23,8","12","999,7"
01/12/2023 18:22:22,"450","23,8","12","999,7"
01/12/2023 18:27:22,"448","23,8","12","999,8"
01/12/2023 18:32:22,"440","23,8","12","999,8"
01/12/2023 18:37:22,"452","23,8","12","1000,0"
01/12/2023 18:42:22,"449","23,8","12","1000,0"
01/12/2023 18:47:22,"457","23,8","12","1000,1"
01/12/2023 18:52:22,"456","23,8","12","1000,1"
01/12/2023 18:57:22,"453","23,8","12","1000,1"
01/12/2023 19:02:22,"447","23,8","12","1000,2"
01/12/2023 19:07:22,"452","23,8","12","1000,2"
01/12/2023 19:12:22,"458","23,8","12","1000,2"
01/12/2023 19:17:22,"448","23,8","13","1000,3"
01/12/2023 19:22:22,"463","23,8","13","1000,3"
01/12/2023 19:27:22,"454","23,8","13","1000,3"
01/12/2023 19:32:22,"444","23,8","13","1000,5"
01/12/2023 19:37:22,"456","23,8","13","1000,5"
01/12/2023 19:42:22,"450","23,8","13","1000,5"
01/12/2023 19:47:22,"457","23,8","13","1000,5"
01/12/2023 19:52:22,"449","23,8","13","1000,6"
01/12/2023 19:57:22,"439","23,8","13","1000,6"
01/12/2023 20:02:22,"450","23,8","13","1000,6"
01/12/2023 20:07:22,"446","23,8","13","1000,6"
01/12/2023 20:12:22,"453","23,8","13","1000,7"
01/12/2023 20:17:22,"447","23,8","13","1000,7"
01/12/2023 20:22:22,"450","23,8","13","1000,7"
01/12/2023 20:27:22,"443","23,8","13","1000,7"
01/12/2023 20:32:22,"446","23,8","13","1000,8"
01/12/2023 20:37:22,"446","23,8","13","1000,9"
01/12/2023 20:42:22,"446","23,8","13","1000,9"
01/12/2023 20:47:22,"456","23,8","13","1000,9"
01/12/2023 20:52:22,"441","23,8","13","1000,8"
01/12/2023 20:57:22,"455","23,8","13","1000,8"
01/12/2023 21:02:22,"447","23,8","13","1000,9"
01/12/2023 21:07:22,"450","23,7","13","1000,8"
01/12/2023 21:12:22,"437","23,8","13","1000,8"
01/12/2023 21:17:22,"446","23,8","13","1000,9"
01/12/2023 21:22:22,"446","23,7","13","1000,9"
01/12/2023 21:27:22,"433","23,7","13","1001,0"
01/12/2023 21:32:22,"444","23,7","13","1001,0"
01/12/2023 21:37:22,"433","23,7","13","1001,0"
01/12/2023 21:42:22,"433","23,7","13","1001,0"
01/12/2023 21:47:22,"449","23,7","13","1001,1"
01/12/2023 21:52:22,"445","23,7","13","1001,0"
01/12/2023 21:57:22,"449","23,7","13","1001,1"
01/12/2023 22:02:22,"441","23,7","13","1001,2"
01/12/2023 22:07:22,"446","23,7","13","1001,2"
01/12/2023 22:12:22,"448","23,7","13","1001,2"
01/12/2023 22:17:22,"434","23,7","13","1001,2"
01/12/2023 22:22:22,"449","23,7","13","1001,3"
01/12/2023 22:27:22,"443","23,7","13","1001,4"
01/12/2023 22:32:22,"446","23,7","13","1001,5"
01/12/2023 22:37:22,"448","23,7","13","1001,4"
01/12/2023 22:42:22,"432","23,7","13","1001,4"
01/12/2023 22:47:22,"445","23,7","13","1001,4"
01/12/2023 22:52:22,"453","23,7","13","1001,4"
01/12/2023 22:57:22,"455","23,7","13","1001,4"
01/12/2023 23:02:22,"433","23,7","13","1001,5"
01/12/2023 23:07:22,"442","23,7","13","1001,5"
01/12/2023 23:12:22,"447","23,7","14","1001,5"
01/12/2023 23:17:22,"435","23,7","14","1001,5"
01/12/2023 23:22:22,"452","23,7","13","1001,6"
01/12/2023 23:27:22,"428","23,7","13","1001,5"
01/12/2023 23:32:22,"445","23,6","13","1001,5"
01/12/2023 23:37:22,"444","23,7","13","1001,7"
01/12/2023 23:42:22,"437","23,7","13","1001,8"
01/12/2023 23:47:22,"443","23,7","13","1001,8"
01/12/2023 23:52:22,"446","23,7","13","1002,0"
01/12/2023 23:57:22,"440","23,7","13","1001,9"
02/12/2023 0:02:22,"441","23,7","13","1001,9"
02/12/2023 0:07:22,"437","23,7","13","1001,9"
02/12/2023 0:12:22,"439","23,7","13","1001,9"
02/12/2023 0:17:22,"433","23,7","13","1002,0"
02/12/2023 0:22:22,"440","23,7","13","1002,0"
02/12/2023 0:27:22,"444","23,7","13","1001,9"
02/12/2023 0:32:22,"434","23,7","13","1001,8"
02/12/2023 0:37:22,"439","23,7","13","1001,9"
02/12/2023 0:42:22,"443","23,7","13","1001,9"
02/12/2023 0:47:22,"440","23,7","14","1002,0"
02/12/2023 0:52:22,"440","23,7","13","1001,9"
02/12/2023 0:57:22,"439","23,7","13","1002,0"
02/12/2023 1:02:22,"445","23,7","13","1002,0"
02/12/2023 1:07:22,"449","23,7","13","1001,9"
02/12/2023 1:12:22,"441","23,7","14","1002,0"
02/12/2023 1:17:22,"449","23,7","14","1001,9"
02/12/2023 1:22:22,"445","23,7","14","1001,9"
02/12/2023 1:27:22,"439","23,6","14","1001,9"
02/12/2023 1:32:22,"438","23,7","14","1002,0"
02/12/2023 1:37:22,"438","23,7","14","1001,9"
02/12/2023 1:42:22,"431","23,7","14","1002,0"
02/12/2023 1:47:22,"434","23,7","14","1001,9"
02/12/2023 1:52:22,"446","23,7","14","1001,8"
02/12/2023 1:57:22,"433","23,7","14","1001,8"
02/12/2023 2:02:22,"442","23,7","14","1002,0"
02/12/2023 2:07:22,"436","23,7","14","1002,2"
02/12/2023 2:12:22,"446","23,6","14","1002,0"
02/12/2023 2:17:22,"437","23,7","14","1002,1"
02/12/2023 2:22:22,"442","23,6","14","1002,0"
02/12/2023 2:27:22,"444","23,7","14","1002,1"
02/12/2023 2:32:22,"437","23,6","14","1002,2"
02/12/2023 2:37:22,"439","23,7","14","1002,3"
02/12/2023 2:42:22,"437","23,7","14","1002,3"
02/12/2023 2:47:22,"445","23,7","14","1002,5"
02/12/2023 2:52:22,"443","23,7","14","1002,5"
02/12/2023 2:57:22,"444","23,7","14","1002,4"
02/12/2023 3:02:22,"449","23,7","14","1002,4"
02/12/2023 3:07:22,"448","23,7","14","1002,3"
02/12/2023 3:12:22,"448","23,7","14","1002,2"
02/12/2023 3:17:22,"433","23,7","14","1002,4"
02/12/2023 3:22:22,"430","23,7","14","1002,5"
02/12/2023 3:27:22,"434","23,7","14","1002,5"
02/12/2023 3:32:22,"440","23,7","14","1002,5"
02/12/2023 3:37:22,"443","23,7","14","1002,5"
02/12/2023 3:42:22,"439","23,7","14","1002,6"
02/12/2023 3:47:22,"443","23,7","14","1002,6"
02/12/2023 3:52:22,"441","23,7","14","1002,7"
02/12/2023 3:57:22,"450","23,7","14","1002,8"
02/12/2023 4:02:22,"447","23,7","14","1002,8"
02/12/2023 4:07:22,"446","23,7","14","1002,8"
02/12/2023 4:12:22,"439","23,7","14","1002,9"
02/12/2023 4:17:22,"452","23,7","14","1002,8"
02/12/2023 4:22:22,"438","23,7","14","1002,8"
02/12/2023 4:27:22,"448","23,7","14","1002,8"
02/12/2023 4:32:22,"452","23,7","14","1002,8"
02/12/2023 4:37:22,"454","23,7","14","1002,8"
02/12/2023 4:42:22,"440","23,7","14","1002,8"
02/12/2023 4:47:22,"441","23,7","14","1002,8"
02/12/2023 4:52:22,"431","23,7","14","1003,0"
02/12/2023 4:57:22,"430","23,7","14","1002,9"
02/12/2023 5:02:22,"437","23,7","14","1002,9"
02/12/2023 5:07:22,"438","23,7","14","1003,0"
02/12/2023 5:12:22,"444","23,7","14","1003,0"
02/12/2023 5:17:22,"438","23,7","14","1003,0"
02/12/2023 5:22:22,"439","23,7","14","1003,1"
02/12/2023 5:27:22,"447","23,7","14","1003,2"
02/12/2023 5:32:22,"452","23,7","14","1003,2"
02/12/2023 5:37:22,"438","23,6","14","1003,3"
02/12/2023 5:42:22,"436","23,7","14","1003,4"
02/12/2023 5:47:22,"431","23,7","14","1003,4"
02/12/2023 5:52:22,"427","23,7","14","1003,4"
02/12/2023 5:57:22,"444","23,7","14","1003,5"
02/12/2023 6:02:22,"442","23,7","14","1003,5"
02/12/2023 6:07:22,"443","23,7","14","1003,6"
02/12/2023 6:12:22,"450","23,7","14","1003,5"
02/12/2023 6:17:22,"446","23,7","14","1003,6"
02/12/2023 6:22:22,"442","23,7","14","1003,6"
02/12/2023 6:27:22,"444","23,7","14","1003,7"
02/12/2023 6:32:22,"436","23,7","14","1003,8"
02/12/2023 6:37:22,"436","23,7","14","1003,8"
02/12/2023 6:42:22,"444","23,7","14","1003,8"
02/12/2023 6:47:22,"449","23,7","14","1003,9"
02/12/2023 6:52:22,"443","23,7","14","1004,0"
02/12/2023 6:57:22,"446","23,7","14","1004,0"
02/12/2023 7:02:22,"442","23,7","14","1004,0"
02/12/2023 7:07:22,"439","23,7","14","1004,2"
02/12/2023 7:12:22,"444","23,7","14","1004,3"
02/12/2023 7:17:22,"440","23,7","14","1004,2"
02/12/2023 7:22:22,"437","23,7","14","1004,3"
02/12/2023 7:27:22,"441","23,7","14","1004,2"
02/12/2023 7:32:22,"445","23,7","14","1004,4"
02/12/2023 7:37:22,"442","23,7","14","1004,3"
02/12/2023 7:42:22,"440","23,7","14","1004,3"
02/12/2023 7:47:22,"447","23,7","14","1004,5"
02/12/2023 7:52:22,"445","23,7","14","1004,6"
02/12/2023 7:57:22,"445","23,7","14","1004,6"
02/12/2023 8:02:22,"443","23,7","14","1004,6"
02/12/2023 8:07:22,"441","23,7","14","1004,6"
02/12/2023 8:12:22,"446","23,7","14","1004,7"
02/12/2023 8:17:22,"444","23,7","14","1004,8"
02/12/2023 8:22:22,"448","23,7","14","1004,7"
02/12/2023 8:27:22,"439","23,7","14","1004,9"
02/12/2023 8:32:22,"443","23,7","15","1005,0"
02/12/2023 8:37:22,"444","23,7","14","1005,0"
02/12/2023 8:42:22,"439","23,7","15","1005,0"
02/12/2023 8:47:22,"445","23,7","15","1005,2"
02/12/2023 8:52:22,"446","23,7","14","1005,3"
02/12/2023 8:57:22,"446","23,7","15","1005,4"
02/12/2023 9:02:22,"447","23,7","15","1005,4"
02/12/2023 9:07:22,"438","23,7","15","1005,4"
02/12/2023 9:12:22,"445","23,7","15","1005,5"
02/12/2023 9:17:22,"448","23,7","15","1005,5"
02/12/2023 9:22:22,"449","23,7","15","1005,6"
02/12/2023 9:27:22,"452","23,7","15","1005,6"
02/12/2023 9:32:22,"447","23,7","15","1005,6"
02/12/2023 9:37:22,"445","23,7","15","1005,5"
02/12/2023 9:42:22,"435","23,7","15","1005,7"
02/12/2023 9:47:22,"449","23,7","15","1005,8"
02/12/2023 9:52:22,"439","23,7","15","1005,7"
02/12/2023 9:57:23,"445","23,7","15","1005,9"
02/12/2023 10:02:23,"451","23,7","15","1005,9"
02/12/2023 10:07:23,"444","23,7","15","1006,1"
02/12/2023 10:12:23,"448","23,7","15","1006,1"
02/12/2023 10:17:23,"448","23,7","15","1006,1"
02/12/2023 10:22:23,"443","23,7","15","1006,2"
02/12/2023 10:27:23,"446","23,7","15","1006,2"
02/12/2023 10:32:23,"455","23,7","15","1006,1"
02/12/2023 10:37:23,"444","23,7","15","1006,1"
02/12/2023 10:42:23,"453","23,7","15","1006,1"
02/12/2023 10:47:23,"451","23,7","15","1006,1"
02/12/2023 10:52:23,"445","23,7","15","1006,1"
02/12/2023 10:57:23,"442","23,7","15","1006,1"
02/12/2023 11:02:23,"458","23,7","15","1006,3"
02/12/2023 11:07:23,"448","23,7","15","1006,4"
02/12/2023 11:12:23,"452","23,7","15","1006,3"
02/12/2023 11:17:23,"450","23,7","15","1006,4"
02/12/2023 11:22:23,"446","23,7","15","1006,4"
02/12/2023 11:27:23,"444","23,7","15","1006,4"
02/12/2023 11:32:23,"436","23,7","15","1006,5"
02/12/2023 11:37:23,"450","23,7","15","1006,5"
02/12/2023 11:42:23,"445","23,7","15","1006,4"
02/12/2023 11:47:23,"452","23,7","15","1006,4"
02/12/2023 11:52:23,"450","23,7","15","1006,4"
02/12/2023 11:57:23,"441","23,7","15","1006,5"
02/12/2023 12:02:23,"455","23,7","15","1006,4"
02/12/2023 12:07:23,"440","23,7","15","1006,5"
02/12/2023 12:12:23,"443","23,7","15","1006,5"
02/12/2023 12:17:23,"440","23,7","15","1006,5"
02/12/2023 12:22:23,"442","23,7","15","1006,5"
02/12/2023 12:27:23,"452","23,7","15","1006,6"
02/12/2023 12:32:23,"451","23,7","15","1006,6"
02/12/2023 12:37:23,"464","23,7","15","1006,5"
02/12/2023 12:42:23,"449","23,7","15","1006,6"
02/12/2023 12:47:23,"451","23,7","15","1006,6"
02/12/2023 12:52:23,"457","23,7","15","1006,6"
02/12/2023 12:57:23,"454","23,7","15","1006,7"
02/12/2023 13:02:23,"458","23,7","15","1006,6"
02/12/2023 13:07:23,"466","23,7","15","1006,6"
02/12/2023 13:12:23,"461","23,7","15","1006,7"
02/12/2023 13:17:23,"464","23,7","15","1006,6"
02/12/2023 13:22:23,"446","23,7","15","1006,8"
02/12/2023 13:27:23,"458","23,7","15","1006,7"
02/12/2023 13:32:23,"457","23,7","15","1006,8"
02/12/2023 13:37:23,"462","23,7","15","1006,8"
02/12/2023 13:42:23,"450","23,7","15","1006,8"
02/12/2023 13:47:23,"458","23,7","15","1006,9"
02/12/2023 13:52:23,"461","23,7","15","1006,9"
02/12/2023 13:57:23,"461","23,7","15","1007,0"
02/12/2023 14:02:23,"459","23,7","15","1006,9"
02/12/2023 14:07:23,"458","23,6","15","1007,0"
02/12/2023 14:12:23,"469","23,6","15","1007,0"
02/12/2023 14:17:23,"464","23,6","15","1007,1"
02/12/2023 14:22:23,"469","23,6","15","1007,1"
02/12/2023 14:27:23,"463","23,6","15","1007,2"
02/12/2023 14:32:23,"448","23,6","15","1007,2"
02/12/2023 14:37:23,"474","23,6","15","1007,3"
02/12/2023 14:42:23,"462","23,6","15","1007,3"
02/12/2023 14:47:23,"454","23,6","15","1007,4"
02/12/2023 14:52:23,"458","23,6","15","1007,4"
02/12/2023 14:57:23,"468","23,6","15","1007,4"
02/12/2023 15:02:23,"477","23,6","15","1007,5"
02/12/2023 15:07:23,"468","23,6","15","1007,5"
02/12/2023 15:12:23,"467","23,6","15","1007,6"
02/12/2023 15:17:23,"476","23,6","16","1007,7"
02/12/2023 15:22:23,"473","23,6","16","1007,7"
02/12/2023 15:27:23,"466","23,6","16","1007,8"
02/12/2023 15:32:23,"470","23,6","16","1007,9"
02/12/2023 15:37:23,"469","23,6","16","1007,8"
02/12/2023 15:42:23,"466","23,6","16","1007,9"
02/12/2023 15:47:23,"475","23,5","16","1008,0"
02/12/2023 15:52:23,"463","23,5","16","1008,0"
02/12/2023 15:57:23,"474","23,5","16","1008,1"
02/12/2023 16:02:23,"470","23,6","16","1008,2"
02/12/2023 16:07:23,"477","23,5","16","1008,2"
02/12/2023 16:12:23,"466","23,5","16","1008,3"
02/12/2023 16:17:23,"475","23,5","16","1008,3"
02/12/2023 16:22:23,"470","23,5","16","1008,4"
02/12/2023 16:27:23,"457","23,5","16","1008,5"
02/12/2023 16:32:23,"465","23,5","16","1008,5"
02/12/2023 16:37:23,"464","23,5","16","1008,6"
02/12/2023 16:42:23,"466","23,5","16","1008,7"
02/12/2023 16:47:23,"464","23,5","16","1008,8"
02/12/2023 16:52:23,"469","23,5","16","1008,8"
02/12/2023 16:57:23,"471","23,5","16","1008,9"
02/12/2023 17:02:23,"457","23,5","16","1009,0"
02/12/2023 17:07:23,"474","23,5","16","1009,1"
02/12/2023 17:12:23,"478","23,5","16","1009,2"
02/12/2023 17:17:23,"455","23,5","16","1009,2"
02/12/2023 17:22:23,"462","23,5","16","1009,2"
02/12/2023 17:27:23,"458","23,5","16","1009,3"
02/12/2023 17:32:23,"458","23,5","16","1009,4"
02/12/2023 17:37:23,"463","23,5","16","1009,4"
02/12/2023 17:42:23,"465","23,5","16","1009,5"
02/12/2023 17:47:23,"468","23,5","16","1009,5"
02/12/2023 17:52:23,"461","23,5","16","1009,6"
02/12/2023 17:57:23,"474","23,5","16","1009,6"
02/12/2023 18:02:23,"452","23,5","16","1009,7"
02/12/2023 18:07:23,"455","23,5","16","1009,7"
02/12/2023 18:12:23,"467","23,5","16","1009,8"
02/12/2023 18:17:23,"460","23,5","16","1009,8"
02/12/2023 18:22:23,"457","23,5","16","1009,8"
02/12/2023 18:27:23,"466","23,5","16","1009,9"
02/12/2023 18:32:23,"466","23,5","16","1009,9"
02/12/2023 18:37:23,"465","23,5","16","1009,9"
02/12/2023 18:42:23,"457","23,5","16","1009,9"
02/12/2023 18:47:23,"459","23,5","16","1009,9"
02/12/2023 18:52:23,"466","23,4","16","1010,0"
02/12/2023 18:57:23,"462","23,4","16","1009,9"
02/12/2023 19:02:23,"457","23,4","16","1009,9"
02/12/2023 19:07:23,"472","23,4","16","1010,0"
02/12/2023 19:12:23,"467","23,4","16","1010,0"
02/12/2023 19:17:23,"471","23,4","16","1010,0"
02/12/2023 19:22:23,"478","23,4","16","1010,1"
02/12/2023 19:27:23,"466","23,4","16","1010,1"
02/12/2023 19:32:23,"463","23,4","16","1010,1"
02/12/2023 19:37:23,"469","23,4","16","1010,1"
02/12/2023 19:42:23,"459","23,4","16","1010,2"
02/12/2023 19:47:23,"469","23,4","16","1010,3"
02/12/2023 19:52:23,"470","23,4","16","1010,3"
02/12/2023 19:57:23,"486","23,4","16","1010,4"
02/12/2023 20:02:23,"471","23,4","16","1010,5"
02/12/2023 20:07:23,"469","23,4","17","1010,5"
02/12/2023 20:12:23,"478","23,4","17","1010,5"
02/12/2023 20:17:23,"464","23,4","17","1010,6"
02/12/2023 20:22:23,"472","23,4","17","1010,5"
02/12/2023 20:27:23,"475","23,4","17","1010,6"
02/12/2023 20:32:23,"477","23,4","17","1010,6"
02/12/2023 20:37:23,"465","23,4","17","1010,6"
02/12/2023 20:42:23,"476","23,4","17","1010,6"
02/12/2023 20:47:23,"466","23,4","17","1010,7"
02/12/2023 20:52:23,"473","23,4","17","1010,7"
02/12/2023 20:57:23,"476","23,4","17","1010,7"
02/12/2023 21:02:23,"482","23,4","17","1010,8"
02/12/2023 21:07:23,"475","23,4","17","1010,9"
02/12/2023 21:12:23,"477","23,4","17","1011,0"
02/12/2023 21:17:23,"469","23,4","17","1010,9"
02/12/2023 21:22:23,"477","23,4","17","1010,9"
02/12/2023 21:27:23,"469","23,4","17","1010,9"
02/12/2023 21:32:23,"474","23,4","17","1010,9"
02/12/2023 21:37:23,"475","23,4","17","1011,0"
02/12/2023 21:42:23,"474","23,4","17","1011,0"
02/12/2023 21:47:23,"474","23,4","17","1011,1"
02/12/2023 21:52:23,"459","23,4","17","1011,1"
02/12/2023 21:57:23,"478","23,4","17","1010,9"
02/12/2023 22:02:23,"483","23,4","17","1011,0"
02/12/2023 22:07:23,"475","23,4","17","1011,1"
02/12/2023 22:12:23,"482","23,4","17","1011,0"
02/12/2023 22:17:23,"470","23,4","17","1011,0"
02/12/2023 22:22:23,"471","23,4","17","1011,0"
02/12/2023 22:27:23,"480","23,4","17","1011,0"
02/12/2023 22:32:23,"463","23,4","17","1011,0"
02/12/2023 22:37:23,"468","23,4","17","1011,0"
02/12/2023 22:42:23,"469","23,4","17","1011,0"
02/12/2023 22:47:23,"461","23,4","17","1011,0"
02/12/2023 22:52:23,"467","23,4","17","1011,0"
02/12/2023 22:57:23,"466","23,4","18","1011,1"
02/12/2023 23:02:23,"473","23,4","17","1011,3"
02/12/2023 23:07:23,"474","23,4","17","1011,3"
02/12/2023 23:12:23,"470","23,4","18","1011,3"
02/12/2023 23:17:23,"459","23,4","18","1011,4"
02/12/2023 23:22:23,"463","23,4","18","1011,3"
02/12/2023 23:27:23,"470","23,4","18","1011,4"
02/12/2023 23:32:23,"468","23,4","18","1011,4"
02/12/2023 23:37:23,"471","23,4","18","1011,4"
02/12/2023 23:42:23,"464","23,4","18","1011,5"
02/12/2023 23:47:23,"466","23,4","18","1011,6"
02/12/2023 23:52:23,"466","23,4","18","1011,5"
02/12/2023 23:57:23,"481","23,4","18","1011,7"
03/12/2023 0:02:23,"472","23,4","18","1011,7"
03/12/2023 0:07:23,"474","23,4","18","1011,7"
03/12/2023 0:12:23,"456","23,4","18","1011,7"
03/12/2023 0:17:23,"464","23,4","18","1011,7"
03/12/2023 0:22:23,"480","23,4","18","1011,6"
03/12/2023 0:27:23,"470","23,4","18","1011,7"
03/12/2023 0:32:23,"477","23,4","18","1011,7"
03/12/2023 0:37:23,"484","23,4","18","1011,7"
03/12/2023 0:42:23,"461","23,4","18","1011,8"
03/12/2023 0:47:23,"460","23,4","18","1011,7"
03/12/2023 0:52:23,"473","23,4","18","1011,7"
03/12/2023 0:57:23,"466","23,4","18","1011,7"
03/12/2023 1:02:23,"470","23,4","18","1011,7"
03/12/2023 1:07:23,"469","23,4","18","1011,7"
03/12/2023 1:12:23,"464","23,4","18","1011,8"
03/12/2023 1:17:23,"472","23,4","18","1011,8"
03/12/2023 1:22:23,"465","23,4","18","1011,8"
03/12/2023 1:27:23,"464","23,4","18","1011,8"
03/12/2023 1:32:23,"471","23,4","18","1011,8"
03/12/2023 1:37:23,"467","23,4","18","1011,8"
03/12/2023 1:42:23,"457","23,4","18","1011,7"
03/12/2023 1:47:23,"453","23,4","18","1011,7"
03/12/2023 1:52:23,"452","23,4","18","1011,8"
03/12/2023 1:57:23,"471","23,4","18","1011,8"
03/12/2023 2:02:23,"451","23,4","19","1011,8"
03/12/2023 2:07:23,"449","23,4","18","1011,8"
03/12/2023 2:12:23,"460","23,4","18","1011,7"
03/12/2023 2:17:23,"460","23,4","18","1011,7"
03/12/2023 2:22:23,"455","23,4","18","1011,8"
03/12/2023 2:27:23,"446","23,4","18","1011,9"
03/12/2023 2:32:23,"457","23,4","19","1011,9"
03/12/2023 2:37:23,"449","23,4","18","1012,0"
03/12/2023 2:42:23,"454","23,4","19","1011,9"
03/12/2023 2:47:23,"453","23,4","19","1012,0"
03/12/2023 2:52:23,"452","23,4","18","1012,0"
03/12/2023 2:57:23,"462","23,4","18","1012,1"
03/12/2023 3:02:23,"455","23,4","18","1012,1"
03/12/2023 3:07:23,"449","23,4","18","1012,2"
03/12/2023 3:12:23,"450","23,4","18","1012,1"
03/12/2023 3:17:23,"466","23,4","18","1012,1"
03/12/2023 3:22:23,"460","23,4","18","1012,1"
03/12/2023 3:27:23,"461","23,4","18","1012,1"
03/12/2023 3:32:23,"445","23,4","18","1012,0"
03/12/2023 3:37:23,"463","23,4","18","1012,0"
03/12/2023 3:42:23,"457","23,4","18","1012,0"
03/12/2023 3:47:23,"453","23,4","18","1012,0"
03/12/2023 3:52:23,"449","23,4","18","1011,9"
03/12/2023 3:57:23,"451","23,4","18","1011,9"
03/12/2023 4:02:23,"456","23,4","18","1011,9"
03/12/2023 4:07:23,"451","23,4","18","1012,0"
03/12/2023 4:12:23,"454","23,4","18","1011,8"
03/12/2023 4:17:23,"454","23,4","18","1011,9"
03/12/2023 4:22:23,"452","23,4","18","1011,9"
03/12/2023 4:27:23,"444","23,4","18","1011,9"
03/12/2023 4:32:23,"452","23,4","18","1012,0"
03/12/2023 4:37:23,"459","23,4","18","1012,0"
03/12/2023 4:42:23,"450","23,4","18","1011,9"
03/12/2023 4:47:23,"455","23,4","18","1012,0"
03/12/2023 4:52:23,"438","23,4","18","1011,9"
03/12/2023 4:57:23,"448","23,4","18","1012,0"
03/12/2023 5:02:23,"461","23,4","18","1012,1"
03/12/2023 5:07:23,"452","23,4","18","1012,1"
03/12/2023 5:12:23,"442","23,4","18","1012,1"
03/12/2023 5:17:23,"450","23,4","18","1012,1"
03/12/2023 5:22:23,"452","23,4","18","1012,1"
03/12/2023 5:27:23,"448","23,4","18","1012,0"
03/12/2023 5:32:23,"459","23,4","18","1012,0"
03/12/2023 5:37:23,"453","23,4","18","1012,1"
03/12/2023 5:42:23,"466","23,4","18","1012,1"
03/12/2023 5:47:23,"450","23,4","18","1012,1"
03/12/2023 5:52:23,"447","23,4","18","1012,2"
03/12/2023 5:57:23,"450","23,4","18","1012,2"
03/12/2023 6:02:23,"452","23,4","18","1012,2"
03/12/2023 6:07:23,"441","23,4","18","1012,2"
03/12/2023 6:12:23,"447","23,4","18","1012,4"
03/12/2023 6:17:23,"452","23,4","18","1012,4"
03/12/2023 6:22:23,"446","23,4","18","1012,4"
03/12/2023 6:27:23,"444","23,4","18","1012,4"
03/12/2023 6:32:23,"449","23,4","18","1012,4"
03/12/2023 6:37:23,"444","23,4","18","1012,4"
03/12/2023 6:42:23,"458","23,4","18","1012,4"
03/12/2023 6:47:23,"456","23,4","18","1012,4"
03/12/2023 6:52:23,"453","23,4","18","1012,4"
03/12/2023 6:57:23,"457","23,4","18","1012,4"
03/12/2023 7:02:23,"442","23,4","18","1012,4"
03/12/2023 7:07:23,"454","23,4","18","1012,4"
03/12/2023 7:12:23,"442","23,4","18","1012,4"
03/12/2023 7:17:23,"456","23,4","18","1012,3"
03/12/2023 7:22:23,"454","23,4","18","1012,2"
03/12/2023 7:27:23,"459","23,5","18","1012,2"
03/12/2023 7:32:23,"445","23,4","18","1012,2"
03/12/2023 7:37:23,"463","23,4","18","1012,3"
03/12/2023 7:42:23,"447","23,4","18","1012,2"
03/12/2023 7:47:23,"453","23,5","18","1012,2"
03/12/2023 7:52:23,"458","23,5","18","1012,3"
03/12/2023 7:57:23,"451","23,4","18","1012,3"
03/12/2023 8:02:23,"456","23,4","18","1012,3"
03/12/2023 8:07:23,"453","23,5","18","1012,2"
03/12/2023 8:12:23,"453","23,4","18","1012,3"
03/12/2023 8:17:23,"451","23,4","17","1012,3"
03/12/2023 8:22:23,"464","23,5","17","1012,4"
03/12/2023 8:27:23,"454","23,5","17","1012,4"
